Country,country_code,Region,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019.1
Slovak Republic,SVK,Europe & Central Asia,CO2 emissions (metric tons per capita),1034309603.0,9039664782.0,8689888965.0,8322528005.0,7799741542.0,7901903749.0,784797448.0,7852074131.0,7680155295.0,7535183339.0,7064757493.0,7172514212.0,708027204.0,7133321044.0,6967246738.0,7169436843.0,7048132949.0,6919556134.0,6896893753.0,6295477884.0,6571542883.0,6320409762.0,5982344127.0,6081213422.0,5617636524.0,5669455793.0,580025256.0,6173666031.0,6058635474.0,5698416255.0,5698416255.0
Slovenia,SVN,Europe & Central Asia,CO2 emissions (metric tons per capita),6771226142.0,6371819154.0,6426252368.0,6808097016.0,6841110803.0,7271824519.0,7688718051.0,7920618584.0,7821847581.0,7518740119.0,7310481793.0,7720650984.0,7781282035.0,7721473688.0,7861745352.0,7958113965.0,8117126246.0,8066906107.0,8588464451.0,7604175103.0,770288523.0,7647930119.0,7349942268.0,7063268041.0,6357966448.0,6367726166.0,6731097778.0,6833179386.0,6784338879.0,6512209378.0,6512209378.0
Sweden,SWE,Europe & Central Asia,CO2 emissions (metric tons per capita),6233324979.0,6294260143.0,6547019076.0,6480427217.0,6661165994.0,6596850845.0,719941346.0,6486502129.0,6593624611.0,6464305092.0,6005336499.0,5901555313.0,6052689599.0,6161932315.0,5958727462.0,5560617833.0,5385163218.0,5152987026.0,5005620235.0,4611489154.0,5132155515.0,4717853416.0,4426761612.0,4222750051.0,4030482516.0,3999311639.0,3908058712.0,3807034265.0,3538991742.0,3405037919.0,3405037919.0
Eswatini,SWZ,Sub-Saharan Africa,CO2 emissions (metric tons per capita),680914809.0,662512555.0,66897733.0,664634462.0,672085956.0,679731905.0,486511984.0,612404195.0,632703419.0,684032371.0,68627217.0,601810562.0,60840741.0,615958603.0,613863369.0,640419209.0,627355577.0,633001864.0,600029711.0,66196231.0,610419749.0,615655011.0,630046751.0,690072071.0,684917746.0,697439745.0,754043535.0,791246138.0,800863195.0,836140045.0,836140045.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Sub-Saharan Africa,CO2 emissions (metric tons per capita),2158056023.0,2413435739.0,2543702217.0,2629648596.0,2829997979.0,2655901413.0,3140662418.0,3621360856.0,3678055957.0,3855241885.0,3574465987.0,3940789636.0,4180452134.0,4107222715.0,4607456747.0,4586159396.0,4609928909.0,4704056142.0,4830028829.0,5154757132.0,49014147.0,4688875887.0,486959681.0,4669312465.0,514453966.0,5459274778.0,6126091694.0,605156332.0,5994088416.0,6248399634.0,6248399634.0
Syrian Arab Republic,SYR,Middle East & North Africa,CO2 emissions (metric tons per capita),2602407424.0,279117312.0,2665368686.0,2645027959.0,2683777468.0,2717230104.0,284801264.0,2772266632.0,2860972995.0,2739479325.0,2705527631.0,2667811008.0,2591218285.0,2548346582.0,2600429127.0,3116357851.0,3159094769.0,3199475612.0,315911159.0,2862414613.0,2859678544.0,2699957327.0,2301008788.0,1568049344.0,1422180088.0,1404090869.0,1508110224.0,1716224159.0,1616400069.0,1506139442.0,1506139442.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Sub-Saharan Africa,CO2 emissions (metric tons per capita),65400579.0,64965808.0,64498459.0,62462627.0,63411943.0,62766051.0,62060628.0,62637486.0,60488648.0,6084287.0,34707038.0,39179313.0,44349704.0,48005565.0,46226095.0,47540614.0,48770588.0,46219132.0,48285038.0,68338263.0,103747164.0,88989667.0,145485857.0,165652672.0,165403428.0,169371768.0,151768434.0,143173358.0,141493648.0,141093412.0,141093412.0
Togo,TGO,Sub-Saharan Africa,CO2 emissions (metric tons per capita),259650108.0,240745659.0,19007061.0,156364636.0,220840821.0,231881699.0,312729373.0,169418038.0,259042136.0,357706536.0,257899125.0,233083151.0,257839084.0,343299082.0,325544047.0,311851627.0,27243319.0,253362971.0,258078651.0,451139356.0,409550549.0,382053257.0,330685538.0,251627635.0,222751569.0,249892061.0,306260273.0,268884378.0,292809244.0,293231207.0,293231207.0
Thailand,THA,East Asia & Pacific,CO2 emissions (metric tons per capita),1577490201.0,1713537757.0,1867290884.0,2103611326.0,2327972141.0,2619592168.0,290552882.0,2924403912.0,2545907896.0,2629113359.0,2612916672.0,2725247206.0,2875645602.0,2973360002.0,3233926034.0,3328992526.0,3341004691.0,339351756.0,3420662101.0,3294009621.0,3488055559.0,3459798792.0,3695384563.0,3825693042.0,3752260164.0,3841982798.0,379288134.0,3739642995.0,3702372341.0,3836090019.0,3836090019.0
Tajikistan,TJK,Europe & Central Asia,CO2 emissions (metric tons per capita),2085615856.0,1883111545.0,139754911.0,924317359.0,535289582.0,435400602.0,382817379.0,422672489.0,459568354.0,415055467.0,353906622.0,340270095.0,331421531.0,333254361.0,390250273.0,363806796.0,388582894.0,462997899.0,421641055.0,327234384.0,325477725.0,332575202.0,38349995.0,397033077.0,554961272.0,579605995.0,702943087.0,829929708.0,953757415.0,1010618692.0,1010618692.0
Turkmenistan,TKM,Europe & Central Asia,CO2 emissions (metric tons per capita),1212005066.0,9973112973.0,7205418269.0,6724362713.0,8152890388.0,8077776703.0,7139630031.0,7003243305.0,7214266665.0,8439067981.0,8527216235.0,8571265184.0,8982611315.0,9955426851.0,1049667069.0,1064010576.0,1079392259.0,1200786333.0,1201029603.0,1046136004.0,1163309332.0,12649601.0,131000823.0,1308518099.0,1306179464.0,1318890729.0,129521708.0,126995887.0,1248525493.0,1226335409.0,1226335409.0
Timor-Leste,TLS,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,1842421.0,179493408.0,20578482.0,211027698.0,196765764.0,192977922.0,198971406.0,214095692.0,219475321.0,224587074.0,264783303.0,398859616.0,451320002.0,434675741.0,492090082.0,490645572.0,481082052.0,479460533.0,479460533.0
Tonga,TON,East Asia & Pacific,CO2 emissions (metric tons per capita),841494073.0,944951335.0,838592004.0,941856084.0,940055777.0,1041970575.0,831022053.0,931474524.0,927490828.0,1128494486.0,1020803985.0,913872586.0,100986641.0,1204928129.0,1297223893.0,1288302169.0,1474723302.0,1267340585.0,1257447915.0,1347488384.0,1154056965.0,106220668.0,1070705492.0,1179152556.0,1088860947.0,1190712416.0,1483048812.0,1764671351.0,1550402586.0,1531144401.0,1531144401.0
Trinidad and Tobago,TTO,Latin America & Caribbean,CO2 emissions (metric tons per capita),1076879359.0,1061745591.0,1063326554.0,8620100434.0,7034661916.0,6872907032.0,7307877956.0,7691465093.0,7862414094.0,7832730846.0,8049502864.0,9137899714.0,9927889936.0,1203679739.0,1247950794.0,1356732808.0,1540053638.0,1566739272.0,1523071679.0,1441418595.0,161578858.0,1665943228.0,1600221329.0,164067872.0,1617808289.0,1556557092.0,1329158773.0,1318584454.0,1279283075.0,1232285487.0,1232285487.0
Tunisia,TUN,Middle East & North Africa,CO2 emissions (metric tons per capita),1764025978.0,1783372772.0,1870242766.0,1865634735.0,1830971655.0,1838823504.0,1868929957.0,1903115863.0,1962173584.0,2045022321.0,213218584.0,2202387911.0,2199313652.0,2161829096.0,2243002992.0,2272732152.0,234285906.0,2401809887.0,2424521757.0,2402692699.0,2587622613.0,2452086578.0,2562000447.0,2542694244.0,2707174624.0,2726308867.0,2619440246.0,2620384095.0,2584476847.0,2557564208.0,2557564208.0
Turkiye,TUR,Europe & Central Asia,CO2 emissions (metric tons per capita),2581518206.0,2622145146.0,2687046317.0,2746152562.0,2672146507.0,2875024751.0,3118979737.0,3203938424.0,315817802.0,3092921327.0,3421874278.0,3080901847.0,3194548471.0,3316114188.0,3351692121.0,3460795614.0,3797151008.0,4152950584.0,4078325237.0,4035674599.0,4107871448.0,432606106.0,440556459.0,4190557931.0,4410763561.0,4477175913.0,4692471511.0,5127196626.0,5000359011.0,475658475.0,475658475.0
Tuvalu,TUV,East Asia & Pacific,CO2 emissions (metric tons per capita),1122334456.0,11093854.0,1097694841.0,1087665869.0,1080030241.0,1075500108.0,1073306858.0,1072041166.0,1071581655.0,1070205479.0,1064735945.0,105507491.0,1042426746.0,1028383358.0,1013068562.0,1000300068.0,988337594.0,97856931.0,969461927.0,960338018.0,950479971.0,941087877.0,930752027.0,921743919.0,911327784.0,90098205.0,89031337.0,879894393.0,86918729.0,858000839.0,858000839.0
Tanzania,TZA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),74988549.0,71766832.0,68988017.0,68848781.0,66336376.0,92076907.0,100839156.0,92649428.0,84262093.0,77106098.0,88061865.0,91025817.0,101033569.0,10347358.0,1359024.0,147202921.0,152976088.0,145275175.0,145267073.0,137670596.0,155818269.0,179316146.0,209763309.0,222964152.0,214369082.0,227066833.0,21112464.0,216427465.0,213092987.0,21463496.0,21463496.0
Uganda,UGA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),4552161.0,45116466.0,44177064.0,42240331.0,36880718.0,46538612.0,49921986.0,51257442.0,56525595.0,56203258.0,54967918.0,53302775.0,592039.0,60429831.0,60772595.0,72964779.0,83999867.0,97333218.0,97595491.0,106968566.0,102688512.0,111719254.0,109379114.0,103377218.0,111347325.0,123477949.0,12484497.0,125587286.0,137143292.0,132370788.0,132370788.0
Ukraine,UKR,Europe & Central Asia,CO2 emissions (metric tons per capita),1327040704.0,1253699484.0,1101889918.0,9569138661.0,8005754853.0,7750500846.0,6778787962.0,648764888.0,6167974554.0,6154728832.0,604719734.0,6176226409.0,6305486056.0,6906706612.0,6472697367.0,627128609.0,6497208272.0,6711338281.0,6511279813.0,5463665486.0,5862560917.0,6199174358.0,6077860784.0,5941351514.0,525113054.0,4231515591.0,4480868101.0,3902198828.0,4159783074.0,3936583531.0,3936583531.0
Uruguay,URY,Latin America & Caribbean,CO2 emissions (metric tons per capita),123810216.0,1395427405.0,1512145189.0,1412956528.0,1333896048.0,1454590567.0,1678274475.0,1700223659.0,175627679.0,2049573686.0,1644710088.0,1488510951.0,1361977618.0,1350919896.0,1643842557.0,1631646008.0,1903528662.0,1755832412.0,2320205759.0,228977372.0,1869452173.0,2258880169.0,2521474843.0,2171452753.0,1911517895.0,1946065231.0,1904128302.0,1774986914.0,1896042363.0,1874784543.0,1874784543.0
United States,USA,North America,CO2 emissions (metric tons per capita),1940734628.0,1900340342.0,1902286035.0,192183334.0,1925621185.0,1921690864.0,195753803.0,2033085525.0,2026630029.0,2010113245.0,2046980666.0,2017153061.0,19445549.0,1950649945.0,195976305.0,1946926248.0,1894591375.0,1904291352.0,1827849449.0,1680869862.0,1743173849.0,1660421817.0,1578978264.0,1611118443.0,1604092103.0,1556003496.0,151498852.0,1482326087.0,1522254765.0,1467341061.0,1467341061.0
Uzbekistan,UZB,Europe & Central Asia,CO2 emissions (metric tons per capita),5742077036.0,5659602902.0,5272040655.0,5222404521.0,4865710328.0,4307658547.0,4288482239.0,4256137238.0,4833894641.0,4791529987.0,502263655.0,5035159998.0,5139710761.0,4768134876.0,4826720808.0,4554973915.0,4808169683.0,4562304668.0,4720395157.0,4196647824.0,4419796581.0,4384207069.0,3799895864.0,3698682699.0,3409552819.0,3168481901.0,3304142608.0,3381745391.0,3412721809.0,347554445.0,347554445.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,CO2 emissions (metric tons per capita),744262204.0,835096314.0,1111718439.0,1203302603.0,1295588521.0,1388336125.0,1389107545.0,1482923212.0,1762408749.0,1763128346.0,1484409066.0,1853688376.0,2127758029.0,2123299091.0,2303722816.0,2301665485.0,2301983389.0,2488112451.0,2306251787.0,8218444273.0,2309255496.0,2492729638.0,3319961399.0,2117395826.0,2480067703.0,2290740826.0,2375144934.0,2094221807.0,2268396697.0,2350962452.0,2350962452.0
"Venezuela, RB",VEN,Latin America & Caribbean,CO2 emissions (metric tons per capita),5176576894.0,5025299664.0,5015640373.0,5109697434.0,4960755178.0,5199924655.0,544277249.0,5586804265.0,5552080555.0,5284788205.0,5436407038.0,5509916612.0,5607478795.0,5313556754.0,537031892.0,5575723505.0,5494560701.0,5225781139.0,5467902249.0,5443613924.0,5770054176.0,5540040739.0,6169104327.0,6058551223.0,5966120779.0,5422875575.0,5060760015.0,4789392164.0,4574011483.0,3939566209.0,3939566209.0
British Virgin Islands,VGB,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,East Asia & Pacific,CO2 emissions (metric tons per capita),284311304.0,285150749.0,293580361.0,335268281.0,362247903.0,419167085.0,460504544.0,529473607.0,582085202.0,587201728.0,640842656.0,702480107.0,815606604.0,861465129.0,102392387.0,1101837882.0,1121162316.0,1230865213.0,1363466232.0,151896401.0,1721200863.0,1755008127.0,1731811457.0,1810416624.0,197211212.0,2380847445.0,238913885.0,2436029922.0,2989137469.0,3488312636.0,3488312636.0
Vanuatu,VUT,East Asia & Pacific,CO2 emissions (metric tons per capita),477571209.0,46444353.0,386657731.0,375603313.0,365568337.0,416267743.0,524105963.0,514529748.0,449471029.0,496527069.0,486581173.0,475664477.0,412526354.0,45235225.0,342930489.0,334476927.0,326524521.0,501221154.0,445037835.0,564618384.0,550343733.0,535733399.0,480952275.0,428620968.0,606317818.0,516361278.0,646723652.0,595448677.0,71751941.0,70027542.0,70027542.0
Samoa,WSM,East Asia & Pacific,CO2 emissions (metric tons per capita),55283574.0,609756098.0,604266119.0,658221486.0,592806881.0,705674802.0,759501066.0,755528434.0,867859684.0,864025437.0,859825513.0,912231889.0,963664202.0,957849019.0,1063847644.0,1168471269.0,1105742135.0,1098629476.0,927593178.0,975329619.0,1021813006.0,1066843067.0,1057703002.0,1048701723.0,1092498145.0,1240245954.0,1542099372.0,1586830344.0,1478626161.0,1522124134.0,1522124134.0
"Yemen, Rep.",YEM,Middle East & North Africa,CO2 emissions (metric tons per capita),56703735.0,690937429.0,704793064.0,627104927.0,653255714.0,706080534.0,698158168.0,728607666.0,757432719.0,830912449.0,863343024.0,89684502.0,872385373.0,984988137.0,1004600958.0,1049861435.0,1059569463.0,1093385887.0,1106332654.0,1180025411.0,1098257856.0,963978488.0,858490955.0,1106687715.0,1062211282.0,511361652.0,399363829.0,359621635.0,341068402.0,380633361.0,380633361.0
South Africa,ZAF,Sub-Saharan Africa,CO2 emissions (metric tons per capita),6729798587.0,6424621766.0,6175429944.0,6219193872.0,6215847077.0,6378789568.0,6489191889.0,6723589319.0,67874237.0,6279185804.0,6330319712.0,703381727.0,71790564.0,7557705904.0,8035040258.0,7887328758.0,7832423319.0,8083507514.0,8572609815.0,8007605605.0,8304084027.0,7869815906.0,8077957969.0,8138264312.0,8212241156.0,7669937662.0,7563739495.0,7641675086.0,7515678605.0,7507736092.0,7507736092.0
Zambia,ZMB,Sub-Saharan Africa,CO2 emissions (metric tons per capita),340929635.0,349232211.0,33722439.0,289956061.0,241269619.0,234153214.0,188442077.0,238601068.0,219936727.0,173560366.0,173772089.0,172088112.0,174995603.0,184778179.0,182673836.0,193147169.0,179077245.0,158362527.0,170447505.0,188420224.0,195502192.0,217496732.0,27860069.0,284057568.0,304549552.0,312354964.0,325114844.0,404067778.0,445489133.0,380717051.0,380717051.0
Zimbabwe,ZWE,Sub-Saharan Africa,CO2 emissions (metric tons per capita),1585443976.0,1713321439.0,1694415977.0,1539740958.0,1417186242.0,135661892.0,1287559412.0,1186792976.0,1197744563.0,1338101327.0,1153054813.0,1165725392.0,104481292.0,849592242.0,812818036.0,870271087.0,808687685.0,796349864.0,613915535.0,618665464.0,756040796.0,88488553.0,915734944.0,919824123.0,889104126.0,899769991.0,78544084.0,726297071.0,857411269.0,80297852.0,80297852.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
